composite_key,overall_result,issues_count
CUST004437|CD-1000034|2023-12-19,MISSING_IN_DEST,0
CUST007103|CD-1000035|2023-06-16,MISSING_IN_DEST,0
CUST000511|CD-1000036|2024-12-12,MISSING_IN_DEST,0
CUST006866|CD-1000037|2023-01-10,MISSING_IN_DEST,0
CUST006621|CD-1000038|2021-08-28,MISSING_IN_DEST,0
CUST002214|CD-1000039|2023-04-23,MISSING_IN_DEST,0
CUST005053|CD-1000040|2024-07-11,MISSING_IN_DEST,0
CUST001322|CD-1000041|2024-04-06,MISSING_IN_DEST,0
CUST006064|CD-1000042|2021-01-22,MISSING_IN_DEST,0
CUST005604|CD-1000043|2025-11-09,MISSING_IN_DEST,0
CUST002836|CD-1000044|2021-10-11,MISSING_IN_DEST,0
CUST000544|CD-1000045|2025-02-13,MISSING_IN_DEST,0
CUST007765|CD-1000046|2021-12-12,MISSING_IN_DEST,0
CUST003566|CD-1000047|2020-05-24,MISSING_IN_DEST,0
CUST007145|CD-1000048|2026-03-22,MISSING_IN_DEST,0
CUST005423|CD-1000049|2023-09-05,MISSING_IN_DEST,0
CUST006227|CD-1000050|2021-05-04,MISSING_IN_DEST,0
CUST006079|CD-1000051|2020-01-01,MISSING_IN_DEST,0
CUST001557|CD-1000052|2020-10-21,MISSING_IN_DEST,0
CUST002911|CD-1000053|2021-01-22,MISSING_IN_DEST,0
CUST003734|CD-1000054|2025-10-12,MISSING_IN_DEST,0
CUST003982|CD-1000055|2021-02-07,MISSING_IN_DEST,0
CUST000351|CD-1000056|2021-01-04,MISSING_IN_DEST,0
CUST004373|CD-1000057|2025-03-26,MISSING_IN_DEST,0
CUST001235|CD-1000058|2025-06-28,MISSING_IN_DEST,0
CUST005947|CD-1000059|2021-04-21,MISSING_IN_DEST,0
CUST005464|CD-1000060|2024-01-23,MISSING_IN_DEST,0
CUST007380|CD-1000061|2023-05-04,MISSING_IN_DEST,0
CUST005958|CD-1000062|2023-08-08,MISSING_IN_DEST,0
CUST002933|CD-1000063|2021-12-11,MISSING_IN_DEST,0
CUST007740|CD-1000064|2024-09-09,MISSING_IN_DEST,0
CUST003287|CD-1000065|2025-07-02,MISSING_IN_DEST,0
CUST002607|CD-1000066|2024-07-14,MISSING_IN_DEST,0
CUST007244|CD-1000067|2025-08-22,MISSING_IN_DEST,0
CUST002964|CD-1000068|2020-09-09,MISSING_IN_DEST,0
CUST000611|CD-1000069|2024-02-07,MISSING_IN_DEST,0
CUST003756|CD-1000070|2026-03-29,MISSING_IN_DEST,0
CUST006365|CD-1000071|2023-05-06,MISSING_IN_DEST,0
CUST001516|CD-1000072|2025-11-18,MISSING_IN_DEST,0
CUST003704|CD-1000073|2022-03-05,MISSING_IN_DEST,0
CUST001040|CD-1000074|2025-08-07,MISSING_IN_DEST,0
CUST005492|CD-1000075|2025-11-11,MISSING_IN_DEST,0
CUST003806|CD-1000076|2023-11-20,MISSING_IN_DEST,0
CUST002642|CD-1000077|2024-05-26,MISSING_IN_DEST,0
CUST001816|CD-1000078|2023-04-07,MISSING_IN_DEST,0
CUST004516|CD-1000079|2021-12-23,MISSING_IN_DEST,0
CUST005358|CD-1000080|2023-05-08,MISSING_IN_DEST,0
CUST007522|CD-1000081|2026-01-04,MISSING_IN_DEST,0
CUST003497|CD-1000082|2020-02-04,MISSING_IN_DEST,0
CUST001286|CD-1000083|2021-04-12,MISSING_IN_DEST,0
CUST006661|CD-1000084|2023-02-13,MISSING_IN_DEST,0
CUST005038|CD-1000085|2022-02-13,MISSING_IN_DEST,0
CUST005602|CD-1000086|2023-11-23,MISSING_IN_DEST,0
CUST000778|CD-1000087|2022-04-02,MISSING_IN_DEST,0
CUST002499|CD-1000088|2024-02-11,MISSING_IN_DEST,0
CUST006142|CD-1000089|2020-08-30,MISSING_IN_DEST,0
CUST006658|CD-1000090|2022-01-27,MISSING_IN_DEST,0
CUST003482|CD-1000091|2024-04-29,MISSING_IN_DEST,0
CUST006438|CD-1000092|2022-12-10,MISSING_IN_DEST,0
CUST006733|CD-1000093|2024-06-15,MISSING_IN_DEST,0
CUST003100|CD-1000094|2023-12-22,MISSING_IN_DEST,0
CUST007184|CD-1000095|2022-01-19,MISSING_IN_DEST,0
CUST002307|CD-1000096|2022-09-03,MISSING_IN_DEST,0
CUST001917|CD-1000097|2026-01-09,MISSING_IN_DEST,0
CUST005460|CD-1000098|2026-01-03,MISSING_IN_DEST,0
CUST005094|CD-1000099|2020-03-22,MISSING_IN_DEST,0
CUST001118|CD-1000100|2024-05-28,MISSING_IN_DEST,0
CUST006662|CD-1000101|2023-01-24,MISSING_IN_DEST,0
CUST001600|CD-1000102|2020-01-03,MISSING_IN_DEST,0
CUST006439|CD-1000103|2023-12-17,MISSING_IN_DEST,0
CUST000059|CD-1000104|2020-02-23,MISSING_IN_DEST,0
CUST006374|CD-1000105|2021-12-28,MISSING_IN_DEST,0
CUST006295|CD-1000106|2024-04-23,MISSING_IN_DEST,0
CUST006243|CD-1000107|2025-01-27,MISSING_IN_DEST,0
CUST005319|CD-1000108|2022-07-30,MISSING_IN_DEST,0
CUST003773|CD-1000109|2025-01-18,MISSING_IN_DEST,0
CUST005641|CD-1000110|2025-03-29,MISSING_IN_DEST,0
CUST002217|CD-1000111|2022-10-17,MISSING_IN_DEST,0
CUST006246|CD-1000112|2021-01-29,MISSING_IN_DEST,0
CUST004445|CD-1000113|2024-02-12,MISSING_IN_DEST,0
CUST003671|CD-1000114|2020-02-01,MISSING_IN_DEST,0
CUST004045|CD-1000115|2025-07-30,MISSING_IN_DEST,0
CUST004550|CD-1000116|2022-06-04,MISSING_IN_DEST,0
CUST000299|CD-1000117|2024-09-29,MISSING_IN_DEST,0
CUST001119|CD-1000118|2024-08-05,MISSING_IN_DEST,0
CUST001964|CD-1000119|2022-12-14,MISSING_IN_DEST,0
CUST000917|CD-1000120|2026-01-25,MISSING_IN_DEST,0
CUST003517|CD-1000121|2024-12-21,MISSING_IN_DEST,0
CUST005347|CD-1000122|2025-07-08,MISSING_IN_DEST,0
CUST005235|CD-1000123|2020-08-02,MISSING_IN_DEST,0
CUST003769|CD-1000124|2023-01-09,MISSING_IN_DEST,0
CUST006840|CD-1000125|2025-12-11,MISSING_IN_DEST,0
CUST004522|CD-1000126|2025-01-28,MISSING_IN_DEST,0
CUST000634|CD-1000127|2022-11-01,MISSING_IN_DEST,0
CUST006120|CD-1000128|2020-06-09,MISSING_IN_DEST,0
CUST004597|CD-1000129|2021-10-05,MISSING_IN_DEST,0
CUST005078|CD-1000130|2023-07-29,MISSING_IN_DEST,0
CUST004523|CD-1000131|2024-01-04,MISSING_IN_DEST,0
CUST004429|CD-1000132|2025-10-09,MISSING_IN_DEST,0
CUST000725|CD-1000133|2020-07-30,MISSING_IN_DEST,0
CUST004474|CD-1000134|2022-06-23,MISSING_IN_DEST,0
CUST006359|CD-1000135|2021-09-12,MISSING_IN_DEST,0
CUST002432|CD-1000136|2025-12-29,MISSING_IN_DEST,0
CUST004823|CD-1000137|2021-01-13,MISSING_IN_DEST,0
CUST000247|CD-1000138|2021-05-18,MISSING_IN_DEST,0
CUST002780|CD-1000139|2021-11-10,MISSING_IN_DEST,0
CUST003494|CD-1000140|2020-08-28,MISSING_IN_DEST,0
CUST007861|CD-1000141|2024-01-07,MISSING_IN_DEST,0
CUST001717|CD-1000142|2023-04-11,MISSING_IN_DEST,0
CUST002213|CD-1000143|2023-06-26,MISSING_IN_DEST,0
CUST003268|CD-1000144|2025-08-31,MISSING_IN_DEST,0
CUST007941|CD-1000145|2022-09-14,MISSING_IN_DEST,0
CUST006827|CD-1000146|2021-12-11,MISSING_IN_DEST,0
CUST000278|CD-1000147|2022-05-06,MISSING_IN_DEST,0
CUST001872|CD-1000148|2024-12-30,MISSING_IN_DEST,0
CUST006573|CD-1000149|2023-04-20,MISSING_IN_DEST,0
CUST000467|CD-1000150|2021-01-20,MISSING_IN_DEST,0
CUST006845|CD-1000151|2024-04-22,MISSING_IN_DEST,0
CUST002251|CD-1000152|2024-08-27,MISSING_IN_DEST,0
CUST007341|CD-1000153|2021-07-24,MISSING_IN_DEST,0
CUST002349|CD-1000154|2023-06-24,MISSING_IN_DEST,0
CUST003475|CD-1000155|2023-07-09,MISSING_IN_DEST,0
CUST005295|CD-1000156|2021-02-03,MISSING_IN_DEST,0
CUST001011|CD-1000157|2020-01-21,MISSING_IN_DEST,0
CUST004456|CD-1000158|2024-06-25,MISSING_IN_DEST,0
CUST004040|CD-1000159|2023-11-04,MISSING_IN_DEST,0
CUST006271|CD-1000160|2024-06-16,MISSING_IN_DEST,0
CUST007968|CD-1000161|2022-05-10,MISSING_IN_DEST,0
CUST005314|CD-1000162|2023-03-21,MISSING_IN_DEST,0
CUST003274|CD-1000163|2026-02-17,MISSING_IN_DEST,0
CUST003251|CD-1000164|2021-05-29,MISSING_IN_DEST,0
CUST003344|CD-1000165|2024-01-29,MISSING_IN_DEST,0
CUST006512|CD-1000166|2020-10-28,MISSING_IN_DEST,0
CUST002570|CD-1000167|2020-05-29,MISSING_IN_DEST,0
CUST001336|CD-1000168|2025-12-23,MISSING_IN_DEST,0
CUST002674|CD-1000169|2020-10-23,MISSING_IN_DEST,0
CUST000182|CD-1000170|2024-02-04,MISSING_IN_DEST,0
CUST000850|CD-1000171|2023-03-18,MISSING_IN_DEST,0
CUST000721|CD-1000172|2025-01-19,MISSING_IN_DEST,0
CUST006172|CD-1000173|2023-05-31,MISSING_IN_DEST,0
CUST005779|CD-1000174|2024-05-08,MISSING_IN_DEST,0
CUST005574|CD-1000175|2025-08-01,MISSING_IN_DEST,0
CUST003695|CD-1000176|2025-03-07,MISSING_IN_DEST,0
CUST005736|CD-1000177|2024-07-04,MISSING_IN_DEST,0
CUST001291|CD-1000178|2021-01-05,MISSING_IN_DEST,0
CUST007205|CD-1000179|2021-01-21,MISSING_IN_DEST,0
CUST004008|CD-1000180|2023-02-07,MISSING_IN_DEST,0
CUST007504|CD-1000181|2024-02-11,MISSING_IN_DEST,0
CUST001219|CD-1000182|2024-03-01,MISSING_IN_DEST,0
CUST003979|CD-1000183|2024-11-29,MISSING_IN_DEST,0
CUST005570|CD-1000184|2020-08-23,MISSING_IN_DEST,0
CUST003965|CD-1000185|2021-01-30,MISSING_IN_DEST,0
CUST003569|CD-1000186|2020-12-08,MISSING_IN_DEST,0
CUST001330|CD-1000187|2023-05-19,MISSING_IN_DEST,0
CUST003048|CD-1000188|2023-12-17,MISSING_IN_DEST,0
CUST001910|CD-1000189|2020-09-20,MISSING_IN_DEST,0
CUST002412|CD-1000190|2025-06-04,MISSING_IN_DEST,0
CUST005469|CD-1000191|2021-11-23,MISSING_IN_DEST,0
CUST005042|CD-1000192|2024-02-15,MISSING_IN_DEST,0
CUST004857|CD-1000193|2024-09-10,MISSING_IN_DEST,0
CUST002895|CD-1000194|2020-03-23,MISSING_IN_DEST,0
CUST007677|CD-1000195|2025-05-26,MISSING_IN_DEST,0
CUST000702|CD-1000196|2026-01-22,MISSING_IN_DEST,0
CUST002741|CD-1000197|2025-12-26,MISSING_IN_DEST,0
CUST000944|CD-1000198|2020-11-14,MISSING_IN_DEST,0
CUST002712|CD-1000199|2022-06-14,MISSING_IN_DEST,0
CUST007695|CD-1000200|2021-06-14,MISSING_IN_DEST,0
CUST002930|CD-1000201|2022-10-25,MISSING_IN_DEST,0
CUST007268|CD-1000202|2026-02-01,MISSING_IN_DEST,0
CUST003961|CD-1000203|2024-10-06,MISSING_IN_DEST,0
CUST005597|CD-1000204|2024-10-24,MISSING_IN_DEST,0
CUST003659|CD-1000205|2022-08-20,MISSING_IN_DEST,0
CUST002127|CD-1000206|2025-11-06,MISSING_IN_DEST,0
CUST006114|CD-1000207|2025-09-29,MISSING_IN_DEST,0
CUST007753|CD-1000208|2025-01-13,MISSING_IN_DEST,0
CUST002108|CD-1000209|2025-01-31,MISSING_IN_DEST,0
CUST006230|CD-1000210|2024-01-26,MISSING_IN_DEST,0
CUST002089|CD-1000211|2020-08-05,MISSING_IN_DEST,0
CUST005735|CD-1000212|2021-10-11,MISSING_IN_DEST,0
CUST006312|CD-1000213|2024-10-19,MISSING_IN_DEST,0
CUST003595|CD-1000214|2022-01-15,MISSING_IN_DEST,0
CUST005895|CD-1000215|2021-01-28,MISSING_IN_DEST,0
CUST002178|CD-1000216|2025-11-30,MISSING_IN_DEST,0
CUST000634|CD-1000217|2023-01-18,MISSING_IN_DEST,0
CUST000772|CD-1000218|2025-05-17,MISSING_IN_DEST,0
CUST003576|CD-1000219|2021-10-10,MISSING_IN_DEST,0
CUST007220|CD-1000220|2022-03-30,MISSING_IN_DEST,0
CUST001021|CD-1000221|2022-02-22,MISSING_IN_DEST,0
CUST003646|CD-1000222|2022-05-01,MISSING_IN_DEST,0
CUST005632|CD-1000223|2022-09-25,MISSING_IN_DEST,0
CUST001619|CD-1000224|2021-11-10,MISSING_IN_DEST,0
CUST005773|CD-1000225|2025-01-31,MISSING_IN_DEST,0
CUST002448|CD-1000226|2022-01-13,MISSING_IN_DEST,0
CUST006469|CD-1000227|2022-10-04,MISSING_IN_DEST,0
CUST004634|CD-1000228|2025-05-17,MISSING_IN_DEST,0
CUST004375|CD-1000229|2022-09-24,MISSING_IN_DEST,0
CUST001415|CD-1000230|2020-01-24,MISSING_IN_DEST,0
CUST003706|CD-1000231|2020-01-02,MISSING_IN_DEST,0
CUST006853|CD-1000232|2022-09-21,MISSING_IN_DEST,0
CUST000157|CD-1000233|2024-01-19,MISSING_IN_DEST,0
CUST006068|CD-1000234|2025-11-20,MISSING_IN_DEST,0
CUST003942|CD-1000235|2020-10-25,MISSING_IN_DEST,0
CUST005755|CD-1000236|2023-05-22,MISSING_IN_DEST,0
CUST005306|CD-1000237|2021-10-21,MISSING_IN_DEST,0
CUST003457|CD-1000238|2022-10-24,MISSING_IN_DEST,0
CUST002470|CD-1000239|2022-10-06,MISSING_IN_DEST,0
CUST005018|CD-1000240|2021-12-13,MISSING_IN_DEST,0
CUST001122|CD-1000241|2020-02-11,MISSING_IN_DEST,0
CUST004673|CD-1000242|2020-06-17,MISSING_IN_DEST,0
CUST000758|CD-1000243|2023-04-06,MISSING_IN_DEST,0
CUST005199|CD-1000244|2021-05-27,MISSING_IN_DEST,0
CUST005030|CD-1000245|2022-01-15,MISSING_IN_DEST,0
CUST000676|CD-1000246|2020-07-25,MISSING_IN_DEST,0
CUST006060|CD-1000247|2020-04-23,MISSING_IN_DEST,0
CUST003327|CD-1000248|2020-10-16,MISSING_IN_DEST,0
CUST006295|CD-1000249|2022-05-10,MISSING_IN_DEST,0
CUST000333|CD-1000250|2021-01-07,MISSING_IN_DEST,0
CUST001436|CD-1000251|2021-06-11,MISSING_IN_DEST,0
CUST003952|CD-1000252|2021-11-19,MISSING_IN_DEST,0
CUST001506|CD-1000253|2021-10-26,MISSING_IN_DEST,0
CUST002639|CD-1000254|2020-01-26,MISSING_IN_DEST,0
CUST005285|CD-1000255|2020-09-24,MISSING_IN_DEST,0
CUST001157|CD-1000256|2025-12-07,MISSING_IN_DEST,0
CUST005421|CD-1000257|2024-03-03,MISSING_IN_DEST,0
CUST000828|CD-1000258|2020-10-09,MISSING_IN_DEST,0
CUST001402|CD-1000259|2021-10-09,MISSING_IN_DEST,0
CUST004701|CD-1000260|2022-05-23,MISSING_IN_DEST,0
CUST006348|CD-1000261|2025-08-27,MISSING_IN_DEST,0
CUST001365|CD-1000262|2025-06-29,MISSING_IN_DEST,0
CUST002400|CD-1000263|2024-10-23,MISSING_IN_DEST,0
CUST007401|CD-1000264|2020-08-31,MISSING_IN_DEST,0
CUST007917|CD-1000265|2023-01-23,MISSING_IN_DEST,0
CUST004648|CD-1000266|2023-01-08,MISSING_IN_DEST,0
CUST003576|CD-1000267|2023-12-25,MISSING_IN_DEST,0
CUST002775|CD-1000268|2025-04-10,MISSING_IN_DEST,0
CUST004900|CD-1000269|2022-01-02,MISSING_IN_DEST,0
CUST004727|CD-1000270|2023-06-24,MISSING_IN_DEST,0
CUST002358|CD-1000271|2021-08-24,MISSING_IN_DEST,0
CUST000183|CD-1000272|2021-04-24,MISSING_IN_DEST,0
CUST001212|CD-1000273|2021-12-15,MISSING_IN_DEST,0
CUST007668|CD-1000274|2024-08-04,MISSING_IN_DEST,0
CUST003345|CD-1000275|2022-09-25,MISSING_IN_DEST,0
CUST003858|CD-1000276|2024-04-03,MISSING_IN_DEST,0
CUST003737|CD-1000277|2024-04-25,MISSING_IN_DEST,0
CUST006262|CD-1000278|2022-04-06,MISSING_IN_DEST,0
CUST000520|CD-1000279|2025-12-18,MISSING_IN_DEST,0
CUST000662|CD-1000280|2020-04-15,MISSING_IN_DEST,0
CUST002207|CD-1000281|2025-08-07,MISSING_IN_DEST,0
CUST003893|CD-1000282|2020-01-18,MISSING_IN_DEST,0
CUST005369|CD-1000283|2022-05-22,MISSING_IN_DEST,0
CUST003926|CD-1000284|2025-02-25,MISSING_IN_DEST,0
CUST003529|CD-1000285|2024-04-09,MISSING_IN_DEST,0
CUST007502|CD-1000286|2022-01-03,MISSING_IN_DEST,0
CUST001288|CD-1000287|2025-07-13,MISSING_IN_DEST,0
CUST004574|CD-1000288|2020-11-10,MISSING_IN_DEST,0
CUST004338|CD-1000289|2024-03-09,MISSING_IN_DEST,0
CUST003788|CD-1000290|2023-03-28,MISSING_IN_DEST,0
CUST006460|CD-1000291|2021-04-17,MISSING_IN_DEST,0
CUST002136|CD-1000292|2025-10-01,MISSING_IN_DEST,0
CUST007630|CD-1000293|2024-10-12,MISSING_IN_DEST,0
CUST002653|CD-1000294|2020-01-20,MISSING_IN_DEST,0
CUST004360|CD-1000295|2020-07-17,MISSING_IN_DEST,0
CUST004165|CD-1000296|2020-05-08,MISSING_IN_DEST,0
CUST006798|CD-1000297|2022-08-05,MISSING_IN_DEST,0
CUST003511|CD-1000298|2022-08-09,MISSING_IN_DEST,0
CUST002277|CD-1000299|2024-07-09,MISSING_IN_DEST,0
CUST000173|CD-1000300|2024-03-21,MISSING_IN_DEST,0
CUST002910|CD-1000301|2020-02-04,MISSING_IN_DEST,0
CUST006610|CD-1000302|2022-12-21,MISSING_IN_DEST,0
CUST000080|CD-1000303|2024-11-25,MISSING_IN_DEST,0
CUST007169|CD-1000304|2025-08-09,MISSING_IN_DEST,0
CUST004343|CD-1000305|2021-10-28,MISSING_IN_DEST,0
CUST001122|CD-1000306|2020-04-10,MISSING_IN_DEST,0
CUST002418|CD-1000307|2020-12-14,MISSING_IN_DEST,0
CUST004432|CD-1000308|2022-02-14,MISSING_IN_DEST,0
CUST002526|CD-1000309|2022-10-07,MISSING_IN_DEST,0
CUST000869|CD-1000310|2022-03-12,MISSING_IN_DEST,0
CUST005328|CD-1000311|2020-07-25,MISSING_IN_DEST,0
CUST005378|CD-1000312|2022-02-14,MISSING_IN_DEST,0
CUST000951|CD-1000313|2021-10-23,MISSING_IN_DEST,0
CUST002250|CD-1000314|2023-01-17,MISSING_IN_DEST,0
CUST001951|CD-1000315|2020-06-29,MISSING_IN_DEST,0
CUST005275|CD-1000316|2024-12-08,MISSING_IN_DEST,0
CUST005842|CD-1000317|2022-08-09,MISSING_IN_DEST,0
CUST005816|CD-1000318|2021-12-26,MISSING_IN_DEST,0
CUST007510|CD-1000319|2025-08-29,MISSING_IN_DEST,0
CUST006149|CD-1000320|2024-08-25,MISSING_IN_DEST,0
CUST002566|CD-1000321|2020-11-08,MISSING_IN_DEST,0
CUST000862|CD-1000322|2020-11-30,MISSING_IN_DEST,0
CUST004917|CD-1000323|2020-01-05,MISSING_IN_DEST,0
CUST007328|CD-1000324|2023-07-03,MISSING_IN_DEST,0
CUST007801|CD-1000325|2022-03-20,MISSING_IN_DEST,0
CUST001842|CD-1000326|2022-05-05,MISSING_IN_DEST,0
CUST001892|CD-1000327|2023-03-07,MISSING_IN_DEST,0
CUST000300|CD-1000328|2023-05-14,MISSING_IN_DEST,0
CUST001130|CD-1000329|2020-01-03,MISSING_IN_DEST,0
CUST004439|CD-1000330|2020-09-02,MISSING_IN_DEST,0
CUST004374|CD-1000331|2024-12-05,MISSING_IN_DEST,0
CUST002968|CD-1000332|2025-12-14,MISSING_IN_DEST,0
CUST002480|CD-1000333|2025-03-24,MISSING_IN_DEST,0
CUST006638|CD-1000334|2025-08-29,MISSING_IN_DEST,0
CUST003680|CD-1000335|2022-11-23,MISSING_IN_DEST,0
CUST006466|CD-1000336|2025-02-28,MISSING_IN_DEST,0
CUST007705|CD-1000337|2025-07-05,MISSING_IN_DEST,0
CUST002537|CD-1000338|2025-07-29,MISSING_IN_DEST,0
CUST001622|CD-1000339|2020-12-06,MISSING_IN_DEST,0
CUST007623|CD-1000340|2020-11-30,MISSING_IN_DEST,0
CUST005079|CD-1000341|2022-07-07,MISSING_IN_DEST,0
CUST002328|CD-1000342|2023-02-22,MISSING_IN_DEST,0
CUST004975|CD-1000343|2025-12-25,MISSING_IN_DEST,0
CUST004120|CD-1000344|2021-12-26,MISSING_IN_DEST,0
CUST007244|CD-1000345|2025-03-11,MISSING_IN_DEST,0
CUST002048|CD-1000346|2025-07-17,MISSING_IN_DEST,0
CUST007931|CD-1000347|2026-01-10,MISSING_IN_DEST,0
CUST007488|CD-1000348|2021-03-08,MISSING_IN_DEST,0
CUST001446|CD-1000349|2021-07-05,MISSING_IN_DEST,0
CUST001317|CD-1000350|2021-05-16,MISSING_IN_DEST,0
CUST004265|CD-1000351|2024-08-03,MISSING_IN_DEST,0
CUST000360|CD-1000352|2024-04-15,MISSING_IN_DEST,0
CUST002391|CD-1000353|2022-07-17,MISSING_IN_DEST,0
CUST003481|CD-1000354|2020-07-21,MISSING_IN_DEST,0
CUST007755|CD-1000355|2023-04-02,MISSING_IN_DEST,0
CUST007939|CD-1000356|2024-07-28,MISSING_IN_DEST,0
CUST001213|CD-1000357|2022-12-17,MISSING_IN_DEST,0
CUST007133|CD-1000358|2021-09-03,MISSING_IN_DEST,0
CUST000728|CD-1000359|2023-09-12,MISSING_IN_DEST,0
CUST005989|CD-1000360|2024-02-16,MISSING_IN_DEST,0
CUST006765|CD-1000361|2023-09-10,MISSING_IN_DEST,0
CUST007126|CD-1000362|2025-06-14,MISSING_IN_DEST,0
CUST001788|CD-1000363|2021-12-17,MISSING_IN_DEST,0
CUST007147|CD-1000364|2023-10-22,MISSING_IN_DEST,0
CUST000928|CD-1000365|2025-05-04,MISSING_IN_DEST,0
CUST004151|CD-1000366|2021-04-30,MISSING_IN_DEST,0
CUST003756|CD-1000367|2021-10-04,MISSING_IN_DEST,0
CUST002528|CD-1000368|2020-04-22,MISSING_IN_DEST,0
CUST000177|CD-1000369|2022-05-05,MISSING_IN_DEST,0
CUST006176|CD-1000370|2020-04-11,MISSING_IN_DEST,0
CUST002685|CD-1000371|2024-08-29,MISSING_IN_DEST,0
CUST005293|CD-1000372|2020-07-21,MISSING_IN_DEST,0
CUST003282|CD-1000373|2024-04-28,MISSING_IN_DEST,0
CUST002989|CD-1000374|2023-08-15,MISSING_IN_DEST,0
CUST007090|CD-1000375|2026-03-03,MISSING_IN_DEST,0
CUST000756|CD-1000376|2022-03-05,MISSING_IN_DEST,0
CUST005893|CD-1000377|2022-02-25,MISSING_IN_DEST,0
CUST005974|CD-1000378|2021-07-08,MISSING_IN_DEST,0
CUST003040|CD-1000379|2023-05-10,MISSING_IN_DEST,0
CUST002100|CD-1000380|2021-05-15,MISSING_IN_DEST,0
CUST000043|CD-1000381|2020-09-15,MISSING_IN_DEST,0
CUST007494|CD-1000382|2025-12-03,MISSING_IN_DEST,0
CUST007581|CD-1000383|2024-03-29,MISSING_IN_DEST,0
CUST001928|CD-1000384|2020-09-28,MISSING_IN_DEST,0
CUST000256|CD-1000385|2023-11-10,MISSING_IN_DEST,0
CUST000982|CD-1000386|2021-11-26,MISSING_IN_DEST,0
CUST000542|CD-1000387|2021-02-14,MISSING_IN_DEST,0
CUST006649|CD-1000388|2022-12-11,MISSING_IN_DEST,0
CUST007135|CD-1000389|2024-12-01,MISSING_IN_DEST,0
CUST001227|CD-1000390|2020-01-02,MISSING_IN_DEST,0
CUST005974|CD-1000391|2022-03-21,MISSING_IN_DEST,0
CUST001434|CD-1000392|2025-10-01,MISSING_IN_DEST,0
CUST002938|CD-1000393|2022-06-18,MISSING_IN_DEST,0
CUST004795|CD-1000394|2020-08-14,MISSING_IN_DEST,0
CUST005759|CD-1000395|2022-09-04,MISSING_IN_DEST,0
CUST006996|CD-1000396|2024-04-05,MISSING_IN_DEST,0
CUST000359|CD-1000397|2026-03-22,MISSING_IN_DEST,0
CUST001572|CD-1000398|2023-12-05,MISSING_IN_DEST,0
CUST002244|CD-1000399|2020-04-25,MISSING_IN_DEST,0
CUST002483|CD-1000400|2025-01-19,MISSING_IN_DEST,0
CUST007984|CD-1000401|2024-11-14,MISSING_IN_DEST,0
CUST006219|CD-1000402|2024-01-25,MISSING_IN_DEST,0
CUST002564|CD-1000403|2025-08-07,MISSING_IN_DEST,0
CUST007774|CD-1000404|2024-10-20,MISSING_IN_DEST,0
CUST003994|CD-1000405|2021-06-13,MISSING_IN_DEST,0
CUST004006|CD-1000406|2022-08-18,MISSING_IN_DEST,0
CUST003470|CD-1000407|2023-03-03,MISSING_IN_DEST,0
CUST001152|CD-1000408|2023-01-19,MISSING_IN_DEST,0
CUST007475|CD-1000409|2023-12-28,MISSING_IN_DEST,0
CUST000112|CD-1000410|2024-05-19,MISSING_IN_DEST,0
